Date,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
11-24,40.367,11.84,15.333,6.241,12.84,20.633,16.947,3.9,9.44,5.882,11.481,2.711,11.625,7.436,2.133,17.743,7.444,7.655,2.42,10.178
11-25,34.0,14.96,16.667,15.533,10.357,9.667,22.2,3.3,13.87,2.269,6.767,11.158,1.55,3.675,2.756,12.2,2.9,3.764,1.1,3.559
11-26,32.433,20.0,19.793,13.833,11.714,7.267,11.75,5.667,3.92,3.16,4.208,2.946,6.025,2.105,2.156,5.233,11.6,2.964,12.04,1.65
11-27,35.567,9.7,63.567,19.667,13.036,5.333,12.625,7.808,9.692,2.808,6.5,1.971,8.55,4.045,4.186,5.867,2.073,2.067,4.333,2.6
11-28,28.966,12.067,15.5,2.8,12.467,7.85,7.167,7.417,8.72,14.667,6.067,5.121,10.325,12.698,18.55,6.6,3.509,6.796,1.196,8.956
11-29,28.2,9.172,9.321,37.04,10.133,15.6,7.05,15.179,8.45,2.133,4.542,7.294,3.432,16.054,12.511,9.32,2.574,15.9,0.775,8.814
11-30,28.464,9.276,50.233,22.52,14.259,19.048,8.824,10.533,4.16,2.7,8.167,24.133,4.194,14.143,7.356,16.9,1.4,9.76,1.023,5.048
12-01,16.367,10.867,10.267,13.32,23.435,22.588,4.4,16.867,3.458,0.64,27.448,9.778,6.225,18.222,9.071,11.133,2.073,12.0,1.489,1.417
12-02,28.931,46.567,27.833,6.571,10.48,13.882,10.64,17.867,5.826,1.333,15.16,6.027,3.825,7.5,2.122,18.032,1.565,15.0,1.644,2.657
12-03,14.2,24.741,22.133,16.654,25.84,11.75,7.72,3.893,5.9,1.233,15.32,6.5,3.375,5.895,3.439,4.588,1.774,10.98,3.902,3.6
12-04,13.833,51.0,16.519,28.5,35.0,6.211,2.0,4.45,6.5,1.0,13.733,7.1,6.686,3.25,5.244,27.63,1.283,7.511,13.469,2.146
12-05,24.767,49.4,19.292,41.333,16.32,7.4,25.455,4.227,5.65,1.733,14.417,16.757,2.743,6.9,6.919,6.571,0.833,8.733,4.22,2.825
12-06,13.433,23.76,48.286,3.033,24.68,7.917,16.733,3.92,11.32,0.933,3.321,20.821,13.7,13.541,25.933,14.2,0.722,16.511,3.145,3.133
12-07,29.033,30.621,31.897,19.067,19.583,30.8,13.737,5.12,12.6,3.357,4.783,14.25,3.829,3.05,3.156,5.182,1.3,2.88,1.651,4.378
12-08,20.6,32.233,17.133,13.958,46.6,7.952,3.04,6.958,6.6,4.148,17.207,11.077,5.875,10.625,3.0,26.057,2.5,1.543,1.545,7.044
12-09,33.7,7.7,13.586,12.0,13.423,29.87,5.12,4.68,5.0,6.81,4.179,6.743,5.057,4.242,1.658,7.429,5.92,9.3,2.655,4.175
12-10,29.833,10.0,13.192,9.3,17.571,21.68,5.84,17.957,4.0,13.083,13.407,11.667,4.0,4.675,5.133,12.719,5.413,13.48,19.725,3.5
12-11,26.0,9.25,10.16,17.633,21.773,13.04,6.56,10.552,4.7,13.8,11.4,16.925,5.5,23.556,6.911,8.486,5.3,18.4,9.261,2.615
12-12,45.933,12.464,5.704,15.7,3.5,30.13,12.92,29.393,43.458,8.067,4.759,23.406,2.033,1.275,24.222,2.371,4.48,12.886,7.137,4.756
12-13,29.767,11.071,13.107,13.267,18.35,11.476,5.833,10.25,38.708,3.633,14.111,17.575,3.343,6.0,14.116,1.086,5.055,14.29,1.14,2.067
12-14,28.367,13.167,37.667,5.767,16.0,22.68,5.864,12.103,13.85,8.391,15.5,7.795,4.257,7.756,11.333,2.514,6.945,11.111,7.609,3.422
12-15,34.3,15.467,22.467,14.133,5.389,16.857,4.864,10.367,6.45,3.542,6.739,11.8,7.529,14.156,6.533,2.457,4.696,3.289,18.836,5.022
12-16,34.5,21.867,24.0,22.2,12.414,2.8,10.24,4.133,8.944,9.0,6.556,4.75,12.033,13.571,8.911,2.467,4.145,1.533,17.091,1.513
12-17,45.3,17.655,11.724,28.536,19.962,2.773,9.84,10.591,7.36,4.643,7.286,3.35,10.962,6.3,4.333,2.774,4.216,2.756,17.164,5.914
12-18,10.567,47.304,15.292,28.24,7.0,30.6,11.48,10.36,10.8,4.286,6.433,2.775,12.81,11.4,4.875,16.143,1.764,4.822,8.509,6.675
12-19,29.333,13.6,11.76,41.967,7.12,32.069,11.8,11.542,8.0,6.133,16.9,3.538,17.385,7.5,3.378,12.8,5.218,10.08,1.422,10.222
12-20,18.467,11.045,41.522,49.034,37.16,44.185,16.714,10.091,13.5,7.767,7.269,3.171,5.303,5.733,6.111,16.706,2.073,4.479,9.722,10.857
12-21,52.9,30.833,20.28,42.464,12.6,8.893,5.92,10.52,6.87,3.821,5.5,2.256,10.686,1.244,1.889,12.219,2.667,4.306,6.418,20.533
12-22,34.333,15.033,16.12,44.033,16.36,12.037,3.565,6.28,8.5,3.5,6.625,2.135,12.075,2.022,2.467,9.742,3.519,2.688,11.4,13.267
12-23,54.0,11.615,10.0,39.038,15.8,23.103,2.16,4.36,6.048,3.067,20.042,11.688,16.25,3.22,1.578,7.382,11.578,5.94,7.044,5.929
12-24,44.833,44.828,13.793,19.333,17.05,8.931,1.92,12.04,3.789,1.115,10.1,6.4,15.462,11.756,1.689,3.943,17.08,6.3,21.24,2.444
12-25,35.933,10.038,8.96,25.3,6.158,6.621,8.84,5.32,8.72,1.333,6.208,7.5,8.45,12.956,0.721,11.371,4.66,8.22,15.531,2.311
12-26,36.6,9.25,8.875,20.8,1.95,17.207,30.16,4.458,3.68,1.233,8.792,3.057,2.65,3.356,1.133,3.514,3.418,6.06,5.571,5.025
12-27,25.433,9.208,37.172,16.533,18.85,15.44,24.182,3.16,5.55,1.633,13.368,7.242,2.872,4.178,2.2,1.031,2.882,4.12,1.396,5.956
12-28,31.034,10.724,7.0,21.867,20.071,15.462,2.545,4.37,2.167,19.833,6.0,7.971,2.0,3.378,4.356,2.429,11.78,6.56,1.86,1.778
12-29,33.52,12.12,12.867,16.567,18.64,8.304,2.13,10.31,7.667,2.929,2.524,5.486,1.975,1.378,3.156,1.571,2.109,10.18,4.94,2.133
12-30,22.2,19.0,10.2,13.857,30.0,6.217,1.96,4.033,8.739,2.483,2.28,4.429,6.026,1.956,3.925,5.429,3.74,10.9,3.26,1.356
12-31,27.533,9.958,7.962,13.767,23.08,7.85,4.92,7.667,9.878,4.84,1.778,4.525,2.603,4.267,20.133,8.2,2.045,8.88,3.74,3.975
