Date,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
11-21,73.25,70.108,45.2,71.364,90.545,28.825,44.743,72.758,40.138,71.2,72.55,57.225,37.5,53.239,36.245,47.881,38.836,58.644,50.44,52.457
11-22,27.925,50.444,48.897,75.0,89.4,47.378,51.848,66.889,26.25,63.2,67.825,50.974,46.4,56.429,39.222,33.667,48.236,50.511,67.52,47.587
11-23,91.128,58.727,59.675,112.571,80.13,68.395,51.267,68.1,38.343,50.136,59.029,37.895,30.472,35.933,50.159,25.7,53.673,48.667,75.585,54.72
11-24,86.625,85.829,98.875,81.806,54.812,103.175,60.588,35.457,50.097,58.714,63.054,39.595,41.4,20.386,40.067,53.689,52.241,58.88,80.28,50.12
11-25,101.5,98.8,77.351,88.4,65.361,58.719,70.088,26.886,45.121,50.452,74.275,59.231,45.95,51.156,40.6,60.727,49.1,66.52,54.08,52.108
11-26,63.15,107.571,57.128,101.4,71.848,35.2,99.114,53.886,26.114,41.667,68.621,35.833,54.5,39.837,43.778,57.5,41.109,47.44,49.52,49.4
11-27,103.8,47.075,70.629,99.7,69.763,64.3,92.645,39.516,53.238,48.839,63.794,21.314,46.2,32.42,39.465,31.622,35.164,47.298,45.771,63.378
11-28,73.564,27.686,38.343,43.211,62.263,75.971,70.75,51.655,51.333,56.2,73.686,36.606,48.75,55.812,38.214,45.975,47.32,60.0,26.174,44.58
11-29,73.825,55.128,64.395,80.211,92.143,87.567,68.393,49.97,54.222,63.829,79.03,44.559,50.378,54.81,61.1,47.25,42.587,51.64,23.25,47.864
11-30,57.128,85.694,70.3,66.125,81.875,71.968,80.852,48.375,60.433,52.914,68.525,42.267,46.778,45.064,69.18,51.378,40.4,44.6,19.75,54.889
12-01,62.583,79.05,66.925,53.895,59.577,67.778,68.886,56.95,50.143,21.7,44.897,65.914,52.65,62.26,55.587,69.556,42.4,42.422,44.333,49.175
12-02,61.41,64.2,73.1,40.784,80.457,83.406,71.343,46.825,59.032,36.438,54.353,70.676,51.525,40.578,43.022,73.61,46.739,50.778,55.111,35.775
12-03,59.375,57.25,77.974,58.306,78.5,85.0,38.543,27.974,50.138,30.143,44.629,83.421,56.35,57.372,47.283,34.273,46.66,59.04,60.073,44.9
12-04,62.125,79.026,86.135,66.667,68.275,77.647,36.433,48.6,67.088,21.226,48.45,85.625,45.85,65.184,55.356,27.122,44.17,62.83,62.5,49.978
12-05,46.85,84.225,79.156,45.75,78.605,72.943,45.188,34.5,75.533,20.4,50.794,71.351,40.475,62.778,73.548,35.795,27.87,63.814,25.34,52.289
12-06,32.026,65.59,63.395,38.394,98.475,34.52,65.88,48.872,50.2,31.457,39.526,69.667,39.775,62.595,56.6,30.756,25.073,48.889,50.4,40.2
12-07,54.143,73.65,56.975,77.3,94.73,36.44,47.621,60.375,68.735,62.273,42.323,74.5,55.029,48.867,43.667,38.511,40.54,51.935,36.953,44.22
12-08,81.829,93.525,17.95,77.241,91.027,53.308,23.485,78.103,59.6,49.697,45.744,57.897,66.8,57.756,37.439,48.311,44.705,36.022,43.273,62.94
12-09,81.514,53.075,65.897,80.297,68.658,37.656,39.515,79.75,54.067,51.04,42.632,69.417,62.971,50.684,39.455,42.744,65.66,35.68,54.727,51.66
12-10,102.05,58.258,61.25,75.974,73.077,65.882,59.286,68.818,41.656,78.69,44.703,59.795,60.879,49.289,37.875,51.0,28.565,44.54,36.745,65.214
12-11,103.35,53.176,35.025,76.45,59.531,73.967,53.743,73.949,56.967,72.167,52.075,46.225,53.742,45.927,37.65,51.844,33.26,40.7,34.66,49.341
12-12,102.175,38.029,38.225,58.725,56.684,76.031,56.943,56.605,48.059,73.4,54.886,68.75,37.724,37.556,35.375,36.778,46.28,41.707,57.098,47.891
12-13,101.125,60.316,56.947,66.487,83.325,51.806,45.929,62.605,52.735,72.171,35.833,53.875,45.6,41.042,43.421,19.378,49.182,49.129,35.24,41.08
12-14,93.675,42.75,47.371,47.528,59.706,84.067,42.125,70.842,79.114,59.207,35.857,45.744,35.057,59.04,41.5,39.644,60.964,66.385,46.304,50.44
12-15,87.5,66.7,74.057,73.575,24.5,82.061,56.1,91.447,99.629,57.5,49.933,62.075,57.529,50.94,48.8,43.244,57.13,43.957,39.327,72.956
12-16,93.275,76.25,55.029,80.25,46.641,44.16,61.371,55.475,57.379,30.621,68.811,60.0,72.667,45.979,43.1,46.4,40.564,28.511,60.8,49.432
12-17,76.95,60.538,65.769,50.395,30.179,48.438,71.314,61.5,55.364,43.143,71.342,28.05,83.452,36.535,47.625,47.61,47.067,42.022,54.164,55.025
12-18,47.125,68.25,101.462,48.419,50.15,61.714,63.743,66.771,66.457,40.938,58.65,41.15,62.769,47.74,61.778,28.2,44.327,57.089,72.491,21.6
12-19,71.75,49.25,75.85,47.125,67.514,45.441,56.086,58.265,71.206,36.5,67.2,47.692,63.677,61.545,51.16,46.956,57.527,54.96,39.467,51.262
12-20,59.385,20.028,62.125,56.974,39.25,36.486,59.933,64.219,49.559,38.057,59.528,56.343,55.121,61.958,49.28,64.558,40.855,59.854,47.074,33.55
12-21,76.467,80.825,118.949,79.543,51.75,38.129,51.424,72.743,54.455,44.303,46.806,39.718,45.943,32.822,42.3,52.69,36.909,59.163,45.4,38.74
12-22,79.0,83.086,80.25,71.879,51.128,51.655,43.97,74.857,53.618,61.114,47.0,46.622,44.75,46.022,23.1,34.341,41.164,55.708,61.6,17.2
12-23,74.375,84.8,26.875,50.625,42.025,44.944,28.543,77.4,52.742,33.971,50.839,49.531,47.95,36.049,18.66,15.682,44.51,64.28,75.32,47.388
12-24,76.075,46.088,36.5,67.1,30.833,54.132,34.514,55.171,50.103,44.194,57.156,50.65,67.538,24.644,7.9,49.244,50.778,64.6,58.873,38.88
12-25,77.325,56.2,35.775,82.075,26.711,74.436,58.4,70.629,63.676,51.686,61.714,70.139,64.1,51.58,26.694,78.711,65.94,59.12,88.623,59.556
12-26,64.525,25.853,38.714,83.25,27.553,54.949,39.657,62.941,75.429,40.286,49.057,46.886,77.45,34.9,23.86,49.489,68.455,53.125,44.681,49.65
12-27,52.625,16.545,50.025,95.316,58.95,70.229,55.852,35.943,61.308,53.143,62.733,49.545,47.575,12.12,38.78,34.19,50.569,56.08,38.648,62.38
12-28,38.625,61.4,46.0,103.025,53.029,80.278,42.312,46.946,38.765,43.771,57.529,48.371,50.9,30.74,52.1,42.311,47.25,51.84,33.145,40.34
12-29,26.051,38.771,65.4,57.325,52.0,66.735,31.879,58.487,65.382,32.424,39.324,54.694,49.35,30.92,47.78,35.0,44.255,39.36,47.327,30.02
12-30,32.775,62.743,44.75,64.158,58.923,59.375,27.8,55.0,39.708,43.371,36.667,56.2,58.794,37.42,60.075,57.214,38.407,48.66,41.455,29.5
12-31,38.831,67.265,74.757,67.65,71.924,74.933,43.914,57.513,48.273,69.567,31.35,53.125,39.314,37.78,49.14,54.511,39.809,65.08,41.709,40.217
