Date,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
11-27,42.84,34.16,66.133,56.9,69.32,30.633,64.25,19.905,56.231,48.571,38.0,17.767,41.2,29.04,20.263,39.719,15.975,23.4,27.763,20.475
11-28,37.0,31.5,40.633,33.714,48.5,51.72,55.25,32.467,51.04,47.0,25.08,29.848,44.5,40.542,52.686,32.086,26.2,41.477,14.861,30.467
11-29,49.56,29.379,47.036,91.233,39.867,65.95,66.7,38.056,66.3,31.96,40.556,47.118,28.297,33.146,48.025,18.743,22.242,37.444,13.314,31.535
11-30,35.0,42.067,41.621,40.414,50.852,44.714,68.294,37.85,29.4,43.2,35.8,55.229,39.278,47.426,31.775,55.143,16.8,32.825,10.923,17.786
12-01,40.04,39.533,26.133,50.179,66.217,47.353,32.52,47.25,28.167,10.55,54.708,61.743,32.1,44.68,39.139,58.371,35.436,45.733,20.25,10.028
12-02,33.0,23.267,51.667,25.333,65.6,59.364,46.125,23.65,44.13,15.955,38.35,61.351,33.55,47.6,25.35,44.742,20.484,43.333,20.65,15.657
12-03,28.8,29.333,56.167,48.346,51.444,47.52,24.48,13.222,40.9,19.16,48.5,62.658,26.75,45.907,36.275,36.176,27.842,29.422,35.371,21.6
12-04,26.12,50.433,46.185,64.643,79.2,31.792,22.25,40.059,64.875,11.667,59.84,38.75,35.4,43.737,45.55,41.618,18.7,39.31,43.512,23.522
12-05,37.76,57.967,45.292,60.233,56.733,38.36,81.364,22.5,55.35,23.76,35.1,58.378,28.625,42.178,52.27,39.176,8.256,34.946,20.089,30.978
12-06,23.08,32.233,43.75,25.6,52.2,34.067,85.333,44.48,60.48,13.76,17.143,61.226,22.025,46.929,41.867,28.486,7.1,55.0,30.44,26.56
12-07,37.0,47.133,44.8,36.833,69.259,46.56,68.842,46.56,53.52,50.56,41.722,43.562,39.057,23.889,13.644,31.9,25.629,27.222,23.262,26.48
12-08,48.8,48.933,46.0,52.167,61.172,57.333,22.76,52.32,39.44,60.826,34.6,38.667,50.125,28.178,17.222,36.686,33.909,13.488,17.62,24.82
12-09,54.2,22.667,47.034,56.704,55.571,37.565,49.36,36.84,57.529,53.15,44.696,44.389,46.45,41.553,14.342,35.333,34.086,21.6,18.58,35.82
12-10,66.467,31.227,47.192,49.067,73.0,56.16,32.56,59.238,47.227,68.125,80.435,30.5,31.132,18.711,33.711,50.577,14.516,16.341,27.609,33.444
12-11,50.04,33.917,17.9,70.033,41.148,33.24,45.44,56.92,73.0,44.5,62.76,29.714,57.667,28.244,36.689,53.8,11.8,46.093,36.381,25.513
12-12,65.533,21.167,13.733,55.0,25.567,51.409,32.4,65.957,82.917,36.36,19.667,34.938,18.7,13.444,38.867,22.8,16.4,31.8,24.652,27.356
12-13,59.367,32.346,48.538,52.6,43.333,49.905,36.389,52.583,60.542,27.96,53.875,43.25,26.514,34.792,34.634,9.35,19.943,49.769,12.711,19.26
12-14,68.407,47.067,53.8,19.2,61.88,59.76,34.091,65.125,69.08,41.5,46.48,41.667,52.257,32.94,29.2,27.9,31.925,57.194,27.907,26.16
12-15,86.3,40.5,35.167,78.833,24.667,62.321,49.591,62.0,43.0,44.208,56.211,46.925,51.941,24.28,24.0,30.763,38.361,38.952,41.796,24.18
12-16,81.556,34.067,75.379,70.0,62.621,18.727,49.32,19.88,73.944,31.444,68.158,47.65,41.394,32.745,35.511,27.139,26.775,9.6,32.92,23.295
12-17,70.103,41.172,40.138,45.179,53.621,29.393,57.56,51.455,90.48,37.12,55.909,18.925,39.871,29.744,36.073,35.194,40.625,29.95,48.04,30.425
12-18,16.48,46.826,75.034,78.44,39.0,59.32,57.286,51.16,66.72,59.13,63.72,13.575,48.577,49.24,38.675,31.1,26.533,37.943,42.66,34.178
12-19,54.867,32.2,58.067,66.433,42.167,48.867,58.619,61.958,71.792,49.76,49.478,29.077,51.774,36.773,33.622,46.35,16.756,36.956,14.825,43.81
12-20,36.7,34.926,54.733,78.138,27.767,85.296,63.857,72.409,58.895,32.08,62.55,33.114,36.212,39.354,34.911,38.684,18.489,41.023,13.408,49.163
12-21,82.733,64.5,63.3,60.704,58.3,39.0,51.64,74.4,61.5,34.957,47.833,19.795,26.029,13.578,20.711,40.0,14.578,36.636,38.9,39.18
12-22,57.0,40.0,44.967,67.6,48.207,45.25,37.043,47.64,49.158,52.88,52.667,22.892,29.282,25.133,26.933,60.861,21.933,35.93,42.111,19.2
12-23,72.4,26.52,21.967,76.87,38.0,55.345,11.56,32.68,49.812,70.56,60.842,32.531,57.75,26.659,13.311,57.769,30.556,23.711,35.533,29.531
12-24,60.633,34.5,40.1,64.679,38.731,37.586,10.32,30.24,33.938,20.619,48.706,34.8,39.385,33.622,22.356,40.35,39.2,21.667,36.3,17.44
12-25,48.034,13.44,16.3,44.067,16.786,37.172,25.08,27.0,48.88,15.56,12.267,22.972,39.425,27.92,9.659,20.6,31.525,11.2,26.542,10.26
12-26,28.8,20.786,24.68,59.367,9.333,64.208,55.84,38.542,21.48,26.12,27.867,28.971,18.05,35.735,12.6,23.1,16.978,24.533,34.857,21.556
12-27,46.233,20.679,33.933,61.3,36.4,74.4,74.571,22.56,44.368,27.36,42.067,28.576,24.475,33.625,25.244,7.73,27.171,28.889,16.653,30.54
12-28,65.3,34.4,21.1,52.9,48.708,60.952,30.591,42.2,31.25,41.24,41.409,33.371,22.9,20.298,19.956,33.35,33.31,28.6,28.86,18.16
12-29,55.63,42.833,25.0,67.467,50.5,58.611,13.696,39.5,38.474,36.174,14.211,28.933,24.475,14.92,36.955,17.65,19.778,29.867,30.98,17.02
12-30,34.9,27.033,27.767,57.929,63.0,52.16,14.12,25.32,26.348,47.75,14.917,23.533,47.821,24.583,40.429,28.075,17.341,27.644,15.88,12.64
12-31,40.96,26.897,35.077,50.433,69.533,55.48,48.92,35.72,31.771,38.76,11.4,32.775,24.115,22.2,46.733,47.949,15.844,23.933,15.06,20.326
