Date,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
11-27,2.767,2.079,2.383,1.823,2.256,0.87,1.9,0.738,1.492,1.131,0.85,0.446,1.01,1.057,0.586,0.941,0.414,0.431,0.493,0.334
11-28,2.431,2.331,1.823,1.278,1.567,1.516,1.616,0.862,1.268,1.097,0.614,0.761,0.92,1.317,1.378,0.82,0.628,0.704,0.285,0.525
11-29,2.313,1.768,1.771,2.888,1.343,1.815,1.95,0.875,1.54,0.797,0.879,1.012,0.649,0.937,1.157,0.529,0.581,0.662,0.257,0.541
11-30,2.478,1.837,1.633,1.388,1.748,1.295,1.965,1.097,0.904,1.047,0.817,0.989,0.906,1.459,0.873,1.134,0.349,0.624,0.231,0.267
12-01,1.89,1.947,1.037,2.009,2.009,1.435,0.952,1.143,0.783,0.5,1.228,1.226,0.733,1.357,1.0,1.235,0.762,0.824,0.322,0.087
12-02,1.586,1.479,1.853,1.046,2.172,1.868,1.308,0.59,1.143,0.507,0.948,1.292,0.792,1.364,0.713,0.992,0.495,0.786,0.373,0.26
12-03,1.553,1.641,1.98,1.542,1.763,1.396,0.752,0.379,0.99,0.567,1.192,1.242,0.7,1.283,0.962,0.9,0.612,0.607,0.611,0.31
12-04,1.427,2.41,1.759,2.039,2.397,1.075,0.92,0.93,1.596,0.472,1.24,0.84,0.86,1.427,1.043,1.094,0.413,0.724,0.744,0.335
12-05,2.07,2.7,1.579,1.983,1.797,1.252,2.435,0.704,1.36,0.747,0.654,1.217,0.729,1.164,1.345,0.985,0.316,0.722,0.453,0.507
12-06,1.647,1.673,1.689,1.11,1.574,1.18,2.587,1.01,1.436,0.48,0.543,1.185,0.525,1.268,0.91,0.783,0.333,0.92,0.59,0.363
12-07,2.01,2.369,1.72,1.213,2.189,1.928,1.979,1.143,1.376,1.225,0.904,0.953,0.909,0.788,0.503,0.842,0.547,0.504,0.444,0.36
12-08,2.407,2.43,2.147,1.704,1.897,1.514,1.06,1.241,0.972,1.339,0.879,0.85,1.118,0.888,0.607,0.883,0.703,0.288,0.269,0.429
12-09,2.553,1.339,1.883,1.671,1.861,1.355,1.84,0.953,1.45,1.357,1.021,1.011,1.01,1.228,0.5,1.05,0.727,0.436,0.315,0.54
12-10,3.037,2.155,1.765,1.473,2.076,1.864,1.148,1.404,1.414,1.567,1.619,0.703,0.753,0.576,0.983,1.234,0.502,0.402,0.561,0.431
12-11,2.347,1.821,1.157,2.33,1.3,1.092,1.408,1.366,1.781,1.11,1.392,0.785,1.256,0.729,1.047,1.252,0.44,0.867,0.72,0.556
12-12,3.057,1.352,0.907,1.843,0.916,1.623,1.088,1.586,1.746,1.012,0.442,0.859,0.483,0.46,0.97,0.568,0.542,0.617,0.433,0.492
12-13,2.753,1.796,1.943,1.857,1.368,1.681,1.389,1.35,1.333,0.82,1.269,1.044,0.634,1.08,0.907,0.372,0.532,0.823,0.158,0.282
12-14,3.087,2.529,2.277,0.763,1.75,1.848,1.245,1.769,1.66,1.017,1.03,0.867,1.214,0.99,0.857,0.748,0.67,0.964,0.4,0.358
12-15,3.823,2.478,1.343,2.36,1.18,2.0,1.518,1.596,1.296,1.059,1.222,1.002,1.129,0.797,0.763,0.742,0.745,0.649,0.768,0.332
12-16,3.89,1.872,2.593,2.083,2.069,1.03,1.56,0.628,1.8,0.958,1.474,1.009,0.958,0.837,0.967,0.671,0.736,0.207,0.61,0.291
12-17,3.103,2.4,1.774,1.539,2.079,1.28,1.748,1.218,1.944,0.977,1.389,0.589,0.948,0.864,1.017,0.786,0.885,0.569,0.75,0.467
12-18,1.365,2.51,2.655,2.108,1.521,1.784,1.872,1.216,1.564,1.786,1.453,0.451,1.042,1.313,1.027,0.898,0.562,0.731,0.724,0.563
12-19,2.62,1.912,2.01,2.169,1.536,1.717,1.836,1.35,1.642,1.367,1.307,0.768,1.206,0.97,0.95,1.052,0.532,0.62,0.217,0.656
12-20,2.037,2.231,1.932,2.731,1.28,2.727,1.99,1.636,1.396,0.904,1.523,0.853,0.85,1.055,0.85,0.905,0.564,0.691,0.194,0.643
12-21,3.697,3.1,2.328,2.211,2.1,1.479,1.688,1.716,1.526,1.085,1.273,0.591,0.643,0.453,0.687,0.965,0.498,0.589,0.552,0.612
12-22,2.763,2.363,2.072,2.327,1.797,1.364,1.283,1.168,1.308,1.303,1.325,0.638,0.705,0.797,0.82,1.345,0.594,0.558,0.578,0.294
12-23,3.143,1.867,1.704,2.474,1.43,1.624,0.68,0.828,1.21,1.783,1.362,0.785,1.242,0.828,0.517,1.695,0.682,0.433,0.58,0.471
12-24,2.863,2.086,2.148,2.178,1.667,1.2,0.612,0.72,1.1,0.7,1.314,0.811,0.987,1.077,1.164,1.005,0.822,0.42,0.632,0.269
12-25,2.241,0.93,0.953,1.384,1.042,1.166,0.928,0.712,1.2,0.623,0.532,0.639,0.968,0.883,0.362,0.72,0.702,0.285,0.598,0.171
12-26,1.587,1.523,1.136,1.86,0.647,1.617,1.628,0.9,0.6,0.827,0.82,0.713,0.57,1.1,0.436,0.582,0.458,0.409,0.524,0.303
12-27,2.367,1.718,1.38,2.204,1.32,1.876,1.982,0.644,1.055,0.83,1.225,0.734,0.655,1.233,0.74,0.295,0.572,0.449,0.21,0.398
12-28,3.393,1.75,1.09,1.9,1.6,1.705,1.009,0.974,0.846,1.037,1.108,0.927,0.62,0.697,0.676,0.769,0.73,0.489,0.406,0.218
12-29,2.91,2.23,1.1,1.962,1.687,1.674,0.57,0.979,0.983,1.054,0.7,0.807,0.648,0.52,1.016,0.43,0.498,0.583,0.436,0.264
12-30,2.173,1.373,1.41,2.046,1.893,1.768,0.664,0.768,0.77,1.341,0.692,0.723,1.046,0.77,1.024,0.75,0.463,0.523,0.276,0.216
12-31,2.533,1.448,1.285,1.6,2.218,1.952,1.704,0.948,0.829,1.064,0.633,0.746,0.729,0.88,1.316,1.13,0.447,0.5,0.268,0.337
